nome;caracteristicas;ano;data_registro
gmc yukon;good|8 cylinders|gas|automatic|4wd|blue;2002;2021-05-02
ford f550;diesel|automatic;2000;2021-05-02
toyota rav4;like new|4 cylinders|gas|automatic|4wd|SUV|blue;2018;2021-05-02
chevrolet silverado 1500;like new|6 cylinders|gas|automatic|4wd|truck|white;2014;2021-05-02
toyota camry se;4 cylinders|gas|automatic|fwd|silver;2013;2021-05-02
honda accord lx;good|4 cylinders|gas|automatic|fwd|sedan;2008;2021-05-02
ford escape xlt;excellent|6 cylinders|gas|automatic|4wd|SUV|blue;2001;2021-05-02
dodge grand caravan;excellent|6 cylinders|gas|automatic|fwd|mini-van;2010;2021-05-02
ford edge;good|6 cylinders|gas|automatic|4wd|SUV;2010;2021-05-02
cadillac coupe deville;fair|8 cylinders|gas|automatic|rwd|coupe|white;1966;2021-05-02
mercedes-benz benz c280 4matic;excellent|gas|automatic|black;2006;2021-05-02
buick century;good|6 cylinders|gas|automatic|fwd|sedan|blue;2003;2021-05-02
chevrolet corvette;excellent|8 cylinders|gas|automatic|rwd|coupe|red;1995;2021-05-02
ford focus;gas|automatic;2006;2021-05-02
subaru outback;fair|4 cylinders|gas|automatic|4wd|hatchback;2005;2021-05-02
chevrolet roaster;excellent|8 cylinders|gas|automatic|rwd|convertible;1933;2021-05-02
subaru impreza wrx;excellent|4 cylinders|gas|manual;2008;2021-05-02
ford f-350;new|8 cylinders|diesel|automatic|4wd|truck|silver;2019;2021-05-02
chevrolet silverado 1500;like new|8 cylinders|gas|automatic|4wd|truck|blue;2018;2021-05-02
volkswagen jetta s;like new|4 cylinders|gas|automatic|fwd|sedan|red;2015;2021-05-02
chrysler 300c awd hemi;like new|8 cylinders|gas|automatic|4wd|sedan|silver;2014;2021-05-02
ford explorer;fair|6 cylinders|gas|manual|4wd|SUV|red;2000;2021-05-02
ford f150;gas|automatic;2007;2021-05-02
volvo xc60;excellent|4 cylinders|gas|automatic|4wd|SUV|green;2018;2021-05-02
subaru wrx sti limited manual;gas|manual|4wd|sedan|blue;2020;2021-05-02
lexus nx nx 300h automatic;hybrid|automatic|4wd|SUV|white;2019;2021-05-02
ford escape se automatic;gas|automatic|4wd|SUV|black;2015;2021-05-02
nissan armada platinum automatic;gas|automatic|4wd|SUV|silver;2019;2021-05-02
ford f-150;gas|automatic|4wd|pickup|red;2018;2021-05-02
honda accord sedan touring automatic;gas|automatic|fwd|sedan|silver;2017;2021-05-02
chevrolet impala lt automatic;gas|automatic|fwd|sedan|blue;2019;2021-05-02
ford ranger xlt automatic;gas|automatic|4wd|pickup|silver;2019;2021-05-02
dodge charger sxt automatic;gas|automatic|4wd|sedan|red;2019;2021-05-02
chevrolet silverado 1500 lt automatic;gas|automatic|4wd|pickup|silver;2016;2021-05-02
ford f350 super duty lariat;like new|8 cylinders|diesel|automatic|4wd|truck|black;2019;2021-05-02
jeep wrangler;excellent|6 cylinders|gas|manual|4wd|offroad|silver;1989;2021-05-02
subaru impreza;good|4 cylinders|gas|automatic|4wd|red;1997;2021-05-02
dodge power wagon m37;gas|manual;1952;2021-05-02
audi a4;excellent|4 cylinders|gas|automatic|4wd|sedan|grey;2008;2021-05-02
ram 2500;diesel|automatic|4wd|silver;2006;2021-05-02
toyota camry;4 cylinders|gas|automatic|fwd|sedan|custom;2016;2021-05-02
ford f150;excellent|8 cylinders|gas|automatic|4wd|truck|green;1999;2021-05-02
ram 2500 mega cab;8 cylinders|gas|automatic|4wd|pickup|custom;2007;2021-05-02
ford escape;4 cylinders|gas|automatic|4wd|SUV|silver;2013;2021-05-02
hyundai santa fe;4 cylinders|gas|automatic|SUV|custom;2020;2021-05-02
subaru impreza;4 cylinders|gas|manual|sedan|custom;2012;2021-05-02
ford escape;excellent|6 cylinders|gas|automatic|4wd|SUV|red;2008;2021-05-02
ram 2500;excellent|6 cylinders|diesel|automatic|4wd|truck|blue;2007;2021-05-02
subaru outback;excellent|6 cylinders|gas|automatic|silver;2012;2021-05-02
honda crv ex-l;excellent|4 cylinders|gas|automatic|4wd|SUV|blue;2014;2021-05-02
nissan xterra 4x4;excellent|6 cylinders|gas|automatic|4wd|SUV|grey;2011;2021-05-02
dodge charger sxt automatic;gas|automatic|4wd|sedan|blue;2019;2021-05-02
jeep grand cherokee limited automatic;gas|automatic|4wd|SUV|white;2019;2021-05-02
dodge durango citadel;excellent|8 cylinders|gas|automatic|4wd|SUV|white;2011;2021-05-02
subaru legacy outback;excellent|4 cylinders|gas|automatic|4wd|hatchback|red;2017;2021-05-02
toyota rav4 limited;excellent|4 cylinders|gas|automatic|4wd|SUV|black;2012;2021-05-02
chevrolet impala lt;like new|6 cylinders|gas|automatic|fwd|sedan|grey;2019;2021-05-02
gmc sierra 1500;like new|8 cylinders|gas|automatic|rwd|blue;2002;2021-05-01
porsche cayenne;like new|8 cylinders|gas|automatic|4wd;2015;2021-05-01
ford f-250 super duty;excellent|8 cylinders|diesel|automatic|fwd|truck|black;2017;2021-05-01
jeep cherokee latitude;excellent|4 cylinders|gas|automatic|4wd|SUV|black;2017;2021-05-01
chevrolet malibu lt;like new|4 cylinders|gas|automatic|fwd|sedan|grey;2016;2021-05-01
chevrolet impala lt v6;like new|6 cylinders|gas|automatic|fwd|sedan|white;2015;2021-05-01
chevrolet silverado 1500 ltz 4x4;like new|8 cylinders|gas|automatic|4wd|truck|white;2017;2021-05-01
dodge charger se awd;like new|6 cylinders|gas|automatic|4wd|sedan|black;2016;2021-05-01
dodge journey sxt;like new|6 cylinders|gas|automatic|SUV|white;2016;2021-05-01
ford f350 drw;like new|8 cylinders|diesel|automatic|4wd|truck|grey;2019;2021-05-01
ford f150 4x4;like new|8 cylinders|gas|automatic|4wd|truck|white;2015;2021-05-01
ford f150 lariat supercrew 4x4;like new|6 cylinders|gas|automatic|4wd|truck|white;2015;2021-05-01
honda accord ex-l;like new|6 cylinders|gas|automatic|fwd|coupe|silver;2017;2021-05-01
jeep compass sport;like new|4 cylinders|gas|automatic|4wd|SUV|green;2018;2021-05-01
jeep renegade deserthawk sport;like new|4 cylinders|gas|automatic|4wd|offroad|white;2017;2021-05-01
jeep lifted wrangler rubicon 4x4;like new|6 cylinders|gas|manual|4wd|offroad|red;2016;2021-05-01
kia optima lx;like new|4 cylinders|gas|automatic|fwd|sedan;2019;2021-05-01
kia rio;like new|gas|manual|sedan|black;2017;2021-05-01
nissan versa sv;like new|4 cylinders|gas|automatic|fwd|sedan|grey;2018;2021-05-01
nissan pathfinder sl 4wd;like new|6 cylinders|gas|automatic|4wd|SUV|red;2017;2021-05-01
nissan quest sv;like new|6 cylinders|gas|automatic|fwd|mini-van|black;2017;2021-05-01
nissan frontier se 4x4;excellent|6 cylinders|gas|automatic|4wd|pickup|grey;2010;2021-05-01
ram 2500 power wagon;excellent|8 cylinders|gas|automatic|4wd|offroad|white;2014;2021-05-01
toyota 4runner limited;like new|6 cylinders|gas|automatic|4wd|SUV|white;2016;2021-05-01
toyota tacoma trd off road 4x4;like new|6 cylinders|gas|automatic|4wd|truck|grey;2019;2021-05-01
toyota camry se;like new|4 cylinders|gas|automatic|fwd|sedan|red;2014;2021-05-01
subaru forester xs;excellent|4 cylinders|gas|manual|4wd|wagon|silver;2003;2021-05-01
jeep liberty sport 4x4;excellent|6 cylinders|gas|automatic|4wd|SUV|red;2008;2021-05-01
subaru legacy 2.5i;fair|gas|automatic;2006;2021-05-01
honda accord;excellent|gas|manual;2005;2021-05-01
honda accord ex;excellent|6 cylinders|gas|automatic|fwd|sedan|silver;2008;2021-05-01
chevrolet impala;good|6 cylinders|gas|automatic|fwd|sedan|silver;2007;2021-05-01
ford explorer;6 cylinders|other|automatic|4wd|SUV|green;2003;2021-05-01
kia cadenza sedan 4d;excellent|6 cylinders|gas|automatic|fwd|sedan;2017;2021-05-01
ford taurus;6 cylinders|gas|automatic|sedan|black;2013;2021-05-01
lexus gs;6 cylinders|gas|sedan|silver;2006;2021-05-01
chevrolet impala;6 cylinders|gas|automatic|fwd|sedan|silver;2012;2021-05-01
ford bronco;8 cylinders|gas|automatic|4wd|SUV;1995;2021-05-01
dodge dakota club cab;6 cylinders|gas|automatic|4wd|pickup|white;2005;2021-05-01
toyota venza;6 cylinders|gas|automatic|wagon|red;2010;2021-05-01
ford f150 super cab;8 cylinders|gas|automatic|4wd|pickup|blue;2000;2021-05-01
jeep patriot;4 cylinders|gas|manual|4wd|SUV|silver;2016;2021-05-01
bmw 4 series;4 cylinders|gas|automatic|other|black;2015;2021-05-01
subaru outback;4 cylinders|gas|automatic|SUV|white;2019;2021-05-01
dodge avenger;good|6 cylinders|gas|automatic|fwd|sedan|white;2013;2021-05-01
chevrolet silverado 2500hd;like new|8 cylinders|gas|automatic|4wd|truck|blue;2020;2021-05-01
ford ranger;excellent|6 cylinders|gas|manual|4wd|truck|black;2011;2021-05-01
ford f-350 super duty;salvage|gas|automatic|4wd|truck;1986;2021-05-01
honda cr-v;fair|gas|automatic;2005;2021-05-01
ford f350;good|8 cylinders|diesel|manual|4wd|pickup|white;1999;2021-05-01
bmw x5;excellent|6 cylinders|gas|automatic|4wd|SUV|grey;2013;2021-05-01
audi a4 premium plus awd;excellent|4 cylinders|gas|automatic|4wd|sedan|white;2016;2021-05-01
toyota tundra sr5;excellent|8 cylinders|gas|automatic|4wd|truck|black;2014;2021-05-01
mercury mountaineer;gas|automatic;2002;2021-05-01
ford f-150;good|8 cylinders|gas|automatic|4wd|truck|black;2004;2021-05-01
jeep grand cherokee;gas|automatic;2005;2021-05-01
chevrolet venture;gas|automatic;2004;2021-05-01
mercury mountaineer;gas|automatic;2002;2021-05-01
dodge journey;gas|automatic|hatchback|white;2019;2021-05-01
ram 1500 tradesman;excellent|8 cylinders|gas|automatic|rwd|truck|blue;2017;2021-05-01
ford f-150;other|automatic|4wd|pickup|silver;2013;2021-05-01
jeep wrangler;6 cylinders|gas|manual|4wd|SUV|custom;2013;2021-05-01
kia spectra;4 cylinders|gas|automatic|fwd|other|red;2005;2021-05-01
ford f250 super duty;excellent|8 cylinders|gas|automatic|4wd|truck;2015;2021-05-01
dodge journey sxt;good|6 cylinders|gas|automatic|4wd|red;2009;2021-05-01
ford f-550;diesel|4wd|other|white;2006;2021-05-01
ford f250 4x4;good|8 cylinders|gas|automatic|4wd|truck|silver;1994;2021-05-01
chevrolet cruze premier rs;excellent|4 cylinders|gas|automatic|fwd|hatchback|red;2018;2021-05-01
chevrolet k-10;like new|8 cylinders|gas|automatic|4wd|truck|red;1977;2021-05-01
chevrolet k-10;like new|8 cylinders|gas|automatic|4wd|truck|red;1977;2021-05-01
jeep grand cherokee;gas|automatic|4wd|SUV|white;2017;2021-05-01
honda odyssey ex;excellent|6 cylinders|gas|automatic|fwd|mini-van|black;2013;2021-05-01
jeep renegade;like new|4 cylinders|gas|manual|4wd|SUV|green;2017;2021-05-01
jeep compass;gas|automatic|4wd|SUV|white;2019;2021-05-01
ram 2500;gas|automatic|4wd|pickup|brown;2015;2021-05-01
toyota 4 runner sr5;good|6 cylinders|gas|automatic|4wd|SUV|black;2003;2021-05-01
volvo xc90 t6;excellent|4 cylinders|gas|automatic|4wd|SUV|black;2016;2021-05-01
ford transit xlt;excellent|6 cylinders|gas|automatic|rwd|mini-van|white;2016;2021-05-01
subaru impreza;gas|automatic|white;2004;2021-05-01
bmw x3;like new|gas|automatic|SUV;2019;2021-05-01
chrysler pacifica;excellent|6 cylinders|gas|automatic|fwd|van|grey;2018;2021-05-01
chevrolet silverado;other|automatic|4wd|pickup;2014;2021-05-01
subaru outback;fair|4 cylinders|gas|manual|4wd|wagon|silver;1999;2021-05-01
chevrolet silverado;diesel|automatic|4wd|pickup|blue;2012;2021-05-01
dodge durango citadel;excellent|8 cylinders|gas|automatic|4wd|SUV|white;2011;2021-05-01
ford mustang premium;excellent|4 cylinders|gas|automatic|rwd|convertible|red;2017;2021-05-01
subaru wrx;excellent|4 cylinders|gas|manual|4wd|sedan|blue;2016;2021-05-01
chevrolet equinox ls;good|4 cylinders|gas|automatic|4wd|SUV|silver;2015;2021-05-01
dodge journey;excellent|6 cylinders|gas|automatic|4wd|SUV|red;2011;2021-05-01
jeep patriot;4 cylinders|gas|automatic|fwd|SUV;2014;2021-05-01
lexus nx 300h;4 cylinders|gas|automatic|SUV;2015;2021-05-01
ford ranger;6 cylinders|gas|manual|4wd|pickup;2004;2021-05-01
acura tlx;6 cylinders|gas|automatic|sedan;2015;2021-05-01
kia soul;gas|automatic|fwd|wagon|red;2018;2021-05-01
ram 1500;gas|automatic|4wd|pickup;2013;2021-05-01
jeep cherokee latitude;excellent|4 cylinders|gas|automatic|4wd|SUV|black;2017;2021-05-01
ford f350 super duty;new|8 cylinders|diesel|automatic|4wd|truck|silver;2020;2021-05-01
dodge avenger r/t;good|6 cylinders|gas|automatic|fwd|sedan|white;2013;2021-05-01
dodge avenger r/t;good|6 cylinders|gas|automatic|fwd|sedan|white;2013;2021-05-01
chevrolet silverado;other|automatic|4wd|pickup|brown;2014;2021-05-01
volkswagen new beetle;gas|automatic|fwd|convertible|yellow;2005;2021-05-01
honda crx si;gas|manual;1989;2021-05-01
nissan titan;gas|automatic|4wd|truck|silver;2012;2021-05-01
toyota tundra double cab;8 cylinders|gas|automatic|4wd|pickup|custom;2008;2021-05-01
ford c-max hybrid;4 cylinders|hybrid|automatic|fwd|wagon|custom;2016;2021-05-01
chevrolet trailblazer;8 cylinders|gas|automatic|4wd|SUV|silver;2006;2021-05-01
kia sorento;gas|automatic|fwd|SUV;2014;2021-05-01
ford f-150;gas|automatic|4wd|pickup|red;2013;2021-05-01
jeep wrangler;gas|automatic|4wd|SUV|white;2016;2021-05-01
volkswagen super beetle;fair|4 cylinders|gas|other|rwd|hatchback|blue;1971;2021-05-01
hyundai santa fe;gas|automatic|SUV|blue;2018;2021-05-01
hyundai santa fe;gas|automatic|4wd|wagon|red;2016;2021-05-01
honda cr-v;gas|automatic|4wd|SUV|brown;2014;2021-05-01
saturn sky redline turbo;like new|4 cylinders|gas|manual|rwd|convertible|silver;2008;2021-05-01
toyota corolla;excellent|4 cylinders|gas|automatic|fwd|sedan|white;2015;2021-05-01
ford edge;gas|automatic|SUV|blue;2016;2021-05-01
ford thunderbird;gas|automatic|rwd|convertible|silver;2004;2021-05-01
dodge avenger;gas|automatic|fwd|sedan|blue;2011;2021-05-01
chevrolet trailblazer lt;good|gas|automatic|4wd|SUV;2002;2021-05-01
ford edge sel automatic;gas|automatic|4wd|SUV;2019;2021-05-01
toyota camry xle automatic;gas|automatic|fwd|sedan|blue;2019;2021-05-01
subaru crosstrek limited automatic;gas|automatic|4wd|hatchback|silver;2020;2021-05-01
subaru legacy 2.5i premium;excellent|4 cylinders|gas|automatic|4wd|sedan|black;2018;2021-05-01
chevrolet impala lt;like new|6 cylinders|gas|automatic|fwd|sedan|grey;2019;2021-05-01
ford focus se;excellent|4 cylinders|gas|automatic|fwd|sedan|white;2009;2021-05-01
jeep grand cherokee;new|4 cylinders|gas|automatic|4wd|red;2017;2021-05-01
kia optima;4 cylinders|gas|automatic|fwd|sedan|red;2014;2021-05-01
chrysler 200;6 cylinders|other|automatic|fwd|sedan|black;2014;2021-04-30
subaru xv crosstrek;4 cylinders|gas|automatic|SUV|black;2015;2021-04-30
honda pilot;6 cylinders|gas|automatic|4wd|SUV|black;2005;2021-04-30
bmw x1 xdrive28i;excellent|4 cylinders|gas|automatic|4wd|blue;2014;2021-04-30
toyota sienna;gas|automatic;2002;2021-04-30
gmc yukon xl 1500;8 cylinders|gas|automatic|4wd|SUV|white;2004;2021-04-30
pontiac gto;8 cylinders|gas|automatic|rwd|other|black;2006;2021-04-30
ford f150 supercrew cab;6 cylinders|gas|automatic|4wd|pickup|black;2012;2021-04-30
ram 1500 crew cab;8 cylinders|gas|automatic|4wd|pickup|silver;2012;2021-04-30
honda cr-v;4 cylinders|gas|automatic|SUV|white;2012;2021-04-30
gmc sierra 1500 crew cab;8 cylinders|gas|automatic|pickup|white;2006;2021-04-30
chevrolet silverado 1500 crew cab;8 cylinders|gas|automatic|4wd|pickup|silver;2015;2021-04-30
gmc sierra 1500 hd crew cab;8 cylinders|gas|automatic|4wd|pickup;2006;2021-04-30
ram 1500 crew cab;8 cylinders|gas|automatic|4wd|pickup|white;2014;2021-04-30
gmc sierra 1500 crew cab;8 cylinders|gas|automatic|4wd|pickup|blue;2015;2021-04-30
ford f150 supercrew cab;6 cylinders|gas|automatic|4wd|pickup|blue;2014;2021-04-30
cadillac escalade;8 cylinders|gas|automatic|SUV|black;2007;2021-04-30
honda accord;4 cylinders|gas|automatic|fwd|sedan|silver;2010;2021-04-30
ford f150 supercrew cab;8 cylinders|other|automatic|4wd|pickup|red;2013;2021-04-30
toyota tundra crewmax;8 cylinders|gas|automatic|4wd|pickup|red;2007;2021-04-30
ram 1500 crew cab;8 cylinders|gas|automatic|4wd|pickup|white;2017;2021-04-30
gmc sierra 1500 crew cab;8 cylinders|other|automatic|pickup|white;2011;2021-04-30
ford f150 supercrew cab;8 cylinders|other|automatic|4wd|pickup|white;2014;2021-04-30
ford f150 supercrew cab;8 cylinders|other|automatic|4wd|pickup|red;2014;2021-04-30
ford taurus se;good|gas|automatic|fwd|hatchback|red;2004;2021-04-30
chevrolet silverado 1500 crew cab;8 cylinders|other|automatic|4wd|pickup|white;2011;2021-04-30
infiniti m;8 cylinders|gas|automatic|sedan|custom;2011;2021-04-30
ram 2500 diesel;fair|6 cylinders|diesel|automatic|4wd|truck|blue;2004;2021-04-30
chevrolet avalanche;8 cylinders|other|automatic|4wd|SUV|blue;2010;2021-04-30
dodge charger;6 cylinders|gas|other|rwd|sedan|black;2019;2021-04-30
subaru wrx;4 cylinders|gas|manual|sedan|blue;2015;2021-04-30
chevrolet tahoe;8 cylinders|other|automatic|4wd|SUV|white;2012;2021-04-30
cadillac escalade;8 cylinders|gas|automatic|SUV|white;2007;2021-04-30
cadillac escalade esv;8 cylinders|gas|automatic|SUV|black;2008;2021-04-30
chevrolet corvette;8 cylinders|gas|other|silver;2005;2021-04-30
chevrolet silverado 2500 hd crew cab;8 cylinders|diesel|automatic|4wd|pickup|black;2012;2021-04-30
chrysler pacifica;6 cylinders|gas|automatic|fwd|wagon|silver;2005;2021-04-30
gmc sierra 2500 hd crew cab;8 cylinders|other|automatic|4wd|pickup|black;2012;2021-04-30
subaru wrx;4 cylinders|gas|manual|sedan|blue;2015;2021-04-30
ram 1500 crew cab;8 cylinders|gas|automatic|4wd|pickup|white;2013;2021-04-30
ford f-250 lariat 6.7;excellent|8 cylinders|diesel|automatic|4wd|truck|grey;2012;2021-04-30
jeep renegade;4 cylinders|gas|other|4wd|SUV|white;2020;2021-04-30
ram 1500 slt;excellent|8 cylinders|gas|automatic|4wd|truck|grey;2015;2021-04-30
volvo xc90 t6;excellent|4 cylinders|gas|automatic|4wd|SUV|black;2016;2021-04-30
chevrolet equinox;excellent|6 cylinders|gas|automatic|4wd|SUV|silver;2017;2021-04-30
mercedes-benz ml 350;6 cylinders|gas|automatic|4wd|SUV|black;2012;2021-04-30
bmw x2 xdrive28i;4 cylinders|gas|other|4wd|SUV|blue;2018;2021-04-30
volkswagen golf gti;4 cylinders|gas|other|fwd|sedan|grey;2017;2021-04-30
chevrolet equinox;4 cylinders|gas|other|4wd|SUV|grey;2019;2021-04-30
chevrolet silverado;gas|automatic;1999;2021-04-30
dodge dart;4 cylinders|gas|other|fwd|sedan|silver;2016;2021-04-30
dodge charger;6 cylinders|gas|automatic|rwd|sedan|red;2019;2021-04-30
volvo xc60;gas|automatic|SUV|silver;2014;2021-04-30
subaru impreza;4 cylinders|gas|automatic|4wd|wagon;2019;2021-04-30
subaru impreza;4 cylinders|gas|automatic|4wd|sedan;2019;2021-04-30
kia soul;4 cylinders|gas|automatic|fwd|wagon|white;2020;2021-04-30
subaru forester awd;gas|automatic;2003;2021-04-30
dodge viper rt/10;gas|manual;1994;2021-04-30
volvo xc60;excellent|4 cylinders|gas|automatic|4wd|SUV|green;2018;2021-04-30
mazda 3 i sport;excellent|4 cylinders|gas|automatic|fwd|sedan|silver;2011;2021-04-30
jeep renegade latitude 4x4;excellent|4 cylinders|gas|automatic|4wd|SUV|black;2019;2021-04-30
toyota corolla;good|4 cylinders|gas|automatic|fwd|black;2015;2021-04-30
subaru forester premium;excellent|4 cylinders|gas|automatic|4wd|SUV|silver;2019;2021-04-30
saturn vue;good|6 cylinders|gas|automatic|4wd|SUV|green;2005;2021-04-30
bmw 330i;gas|automatic|sedan;2017;2021-04-30
chevrolet silverado;excellent|8 cylinders|gas|automatic|4wd|truck|white;2015;2021-04-30
gmc sierra 1500;excellent|8 cylinders|gas|automatic|4wd|truck|black;2014;2021-04-30
nissan sentra s;excellent|4 cylinders|gas|automatic|fwd|sedan|blue;2018;2021-04-30
lexus rx 350 awd;good|6 cylinders|gas|automatic|4wd|SUV|black;2011;2021-04-30
nissan rogue sv;like new|4 cylinders|gas|automatic|4wd|SUV|silver;2017;2021-04-30
jeep renegade trailhawk;excellent|4 cylinders|gas|automatic|4wd|SUV|white;2015;2021-04-30
toyota rav 4 le;excellent|4 cylinders|gas|automatic|4wd|SUV|white;2017;2021-04-30
chevrolet silverado;gas|automatic|4wd|other|white;2008;2021-04-30
toyota rav 4 le;excellent|4 cylinders|gas|automatic|4wd|SUV|white;2017;2021-04-30
ford transit xlt;excellent|6 cylinders|gas|automatic|rwd|mini-van|white;2016;2021-04-30
chevrolet el camino;good|8 cylinders|gas|automatic|rwd|truck|white;1972;2021-04-30
pontiac trans am;gas|automatic|other|black;1980;2021-04-30
acura rdx;like new|6 cylinders|gas|automatic|4wd|SUV|grey;2015;2021-04-30
